distance_m,x_m,y_m,curvature_per_m,gnss_x_filtered_m,gnss_y_filtered_m,fused_x_m,fused_y_m,official_reference_x_m,official_reference_y_m,official_reference_station_m,gps_speed_mps,corrected_imu_y_mps2,smoothed_corrected_imu_y_mps2,raw_imu_curvature_per_m,imu_curvature_per_m,fused_geometric_curvature_per_m,solver_complementary_curvature_per_m,applied_curvature_gain,gnss_heading_rad,fused_heading_rad,low_frequency_position_correction_x_m,low_frequency_position_correction_y_m
5.0,-5.032942775449489,0.25322541265994325,-0.01598679080702486,-4.045032327156965,-0.9185587196044154,-5.032942775449489,0.25322541265994325,-5.038663884449295,0.5025602581793829,5.065376405196799,7.43634520638868,-0.974128316915203,-1.127853281715907,-0.02039546086144431,-0.02904329741470851,0.012712607879333478,-0.01598679080702486,1.4240079011704079,-3.0774315426439363,3.117170452787588,-0.10012300802309042,-0.11416720080706086
5.5,-5.536651603629532,0.2623956870156706,-0.020091219691677577,-4.471130893573858,-0.9737820642335691,-5.536651603629532,0.2623956870156706,-5.542127180699635,0.5287949149375645,5.569528416201832,7.681619735051379,-1.211960122615954,-1.4461129257228116,-0.02450736388355116,-0.03489867980703514,0.013760388461925666,-0.020091219691677577,1.4240079011704079,-3.0955984681154094,3.1235865434606493,-0.11104368021670448,-0.125747022028487
6.0,-6.040171603225796,0.27136364615987085,-0.02455619968760681,-4.897229459990752,-1.0290054088627227,-6.040171603225796,0.27136364615987085,-6.045103709420763,0.5531590031470971,6.073119576108231,7.926894263714079,-1.4497919283167051,-1.8209401287838611,-0.028979409801025466,-0.04126690852791542,0.014334317074279639,-0.02455619968760681,1.4240079011704079,-3.111864281870491,3.1310336632157716,-0.12213457549313093,-0.1373501297774655
6.5,-6.543771947920712,0.2730302562635763,-0.02948779955326003,-5.323328026407646,-1.0842287534918764,-6.543771947920712,0.2730302562635763,-6.5479089709767635,0.5670150659688271,6.5761214922295625,8.172168792376779,-1.6876237340174562,-2.2651698951486567,-0.033917678922326416,-0.048299042774753824,0.012872583247999054,-0.02948779955326003,1.4240079011704079,-3.126331428464247,3.1380240664998196,-0.13339689236320634,-0.14897487774846344
7.0,-7.047081677786951,0.27495690770589964,-0.035091088494861214,-5.785459679355829,-1.1147483264410816,-7.047081677786951,0.27495690770589964,-7.050121454152937,0.5789411832918715,7.078499969163905,8.390273124536687,-2.269575798732909,-2.7825864147808455,-0.03952723753557054,-0.05628709856209197,0.011034852554118195,-0.035091088494861214,1.4240079011704079,-3.139093131782014,3.1439967510946105,-0.14483180430074907,-0.160619604394821
7.5,-7.550148711347191,0.27061082373652867,-0.04092169317912538,-6.253488877708781,-1.1412246261329415,-7.550148711347191,0.27061082373652867,-7.551834713588484,0.5809013318340858,7.580220773608769,8.60393050299496,-2.9078501230049505,-3.3581678818601963,-0.0453637152904169,-0.0645982889999985,0.008079373383785626,-0.04092169317912538,1.4240079011704079,-3.1502333109631557,3.1491297006398873,-0.15644045911410137,-0.17228263350440612
8.0,-8.052744468654684,0.26737703640394284,-0.046372787647572015,-6.7215180760617335,-1.1677009258248015,-8.052744468654684,0.26737703640394284,-8.0528471383582,0.5812218881876831,8.081249947611427,8.817587881453234,-3.546124447276992,-3.951270112962167,-0.05082028847186473,-0.07236849232369477,0.005152712536543351,-0.046372787647572015,1.4240079011704079,-3.159826685849928,3.152121780016554,-0.16822397831458374,-0.1839622747932925
8.5,-8.55472257362763,0.260033147643452,-0.0505041177871567,-7.2217787254804024,-1.1713824065040586,-8.55472257362763,0.260033147643452,-8.553088927204296,0.5734280603399347,8.581554137538738,9.044444100639458,-4.680804974045934,-4.495566589171893,-0.05495670384472307,-0.07825878049716779,0.002450100733965509,-0.0505041177871567,1.4240079011704079,-3.167939002879837,3.154306018977401,-0.18018345647851655,-0.19565682451780078
9.0,-9.055955774185009,0.25462215731943083,-0.05256312497666045,-7.738944798137239,-1.1631079854071353,-9.055955774185009,0.25462215731943083,-9.052544398889035,0.5643827339931194,9.081100935738506,9.278223122907189,-6.075850972234427,-4.908625694604987,-0.05702040424923574,-0.08119750617884239,0.00023582333941946359,-0.05256312497666045,1.4240079011704079,-3.1746273302843173,3.154577508349413,-0.1923199606008057,-0.2073645661039992
9.5,-9.556192590636527,0.24702847402763073,-0.052022269553725964,-8.256110870794075,-1.1548335643102121,-9.556192590636527,0.24702847402763073,-9.551068594054298,0.5491301433470559,9.579859231742054,9.512002145174922,-7.4708969704229204,-5.110555990889901,-0.05648384747806815,-0.08043344509727327,-0.0009020997032901248,-0.052022269553725964,1.4240079011704079,-3.1799403855220545,3.1545416642671835,-0.2046344941151688,-0.21908377625596287
10.0,-10.055371857396253,0.24167998441097252,-0.04862020575498952,-8.796560952756511,-1.1255967408167356,-10.055371857396253,0.24167998441097252,-10.048733008550728,0.5329304842535686,10.077792880216029,9.749791015869446,-7.607323882835459,-5.046241890831931,-0.05308568807687169,-0.075594439260533,-0.0013823182673774268,-0.04862020575498952,1.4240079011704079,-3.183918868705708,3.1536738830619453,-0.21712805353916542,-0.23081271675728404
10.5,-10.553258171719948,0.23498210985794069,-0.0426277610940098,-9.36517716119126,-1.0710021849278002,-10.553258171719948,0.23498210985794069,-10.54536913230403,0.5117798282361516,10.574879659507646,9.992430507281458,-6.221228454479885,-4.702547670350007,-0.04709674941873035,-0.06706614329171483,-0.0007002915503506017,-0.0426277610940098,1.4240079011704079,-3.1865957840154913,3.1531640573486115,-0.2298016168971775,-0.24254963682531405
11.0,-11.049902192831977,0.23017135868637106,-0.03479035586056788,-9.933793369626008,-1.0164076290388648,-11.049902192831977,0.23017135868637106,-11.041088645274696,0.4898639811419122,11.071087517213284,10.235069998693469,-4.835133026124311,-4.113003246232262,-0.039262451948554815,-0.055910041794065536,0.0004227116534395951,-0.03479035586056788,1.4240079011704079,-3.1879967373096383,3.15297818401692,-0.24265613185641097,-0.25429277551170865
11.5,-11.545147834965128,0.2236884319115274,-0.026051164162757177,-10.514953355757982,-0.955645255034915,-11.545147834965128,0.2236884319115274,-11.535696492693122,0.46347989885801905,11.566398988105917,10.472830507843799,-3.4803022047403074,-3.348093520103503,-0.030525967000872373,-0.0434692182001094,0.0023645391583899953,-0.026051164162757177,1.4240079011704079,-3.188140202835806,3.153585456289279,-0.2556925150665421,-0.26604036237426365
12.0,-12.039182631666455,0.21830654473539657,-0.017337006122222748,-11.134078359431193,-0.876215352908281,-12.039182631666455,0.21830654473539657,-12.029346741993082,0.43642278030779225,12.060794111715307,10.695824281516263,-2.2200968925725544,-2.4955490893201455,-0.021814115000999466,-0.03106347211846316,0.00433142604770405,-0.017337006122222748,1.4240079011704079,-3.1870377555319487,3.155320392606132,-0.26891165150056057,-0.2777906181524153
12.5,-12.531871967063058,0.21014208959450648,-0.009263091213703023,-11.753203363104403,-0.7967854507816471,-12.531871967063058,0.21014208959450648,-12.521777793674406,0.4046517073750105,12.554249538756716,10.918818055188725,-0.9598915804048005,-1.638341793362685,-0.013742104653758773,-0.019568865605663125,0.006654129585827866,-0.009263091213703023,1.4240079011704079,-3.1846942682200208,3.1578614034203185,-0.2823143937930047,-0.2895417554465466
13.0,-13.023510567494219,0.20229134684528688,-0.002276401601739398,-12.366124306580543,-0.7184892855141474,-13.023510567494219,0.20229134684528688,-13.013217396432172,0.37229470606712883,13.04675744207217,11.133334789305856,0.2561453229411909,-0.8375278482001042,-0.006756919092014725,-0.009621906174598146,0.008720647751798474,-0.002276401601739398,1.4240079011704079,-3.1811080753208976,3.161874161183429,-0.2959015541536469,-0.3012919874071573
13.5,-13.513887998048748,0.19022259270446693,0.0034875855648764977,-12.847230532894564,-0.6642810882347153,-13.513887998048748,0.19022259270446693,-13.50330099123909,0.33444048247393227,13.538301699698165,11.16774389456952,0.533757044808203,-0.12397469197029856,-0.0009940360756234131,-0.0014155152257361654,0.010879176479652307,0.0034875855648764977,1.4240079011704079,-3.1762711067878406,3.1664273027199643,-0.30967387920686335,-0.31303955484603097
14.0,-14.00338834678757,0.17795142183791787,0.008470525387723339,-13.328336759208584,-0.6100728909552833,-14.00338834678757,0.17795142183791787,-13.992375136667635,0.2961662655507062,14.028875547110625,11.202152999833187,0.8113687666752148,0.5004719053891454,0.003988197921702109,0.005679225351935204,0.012752594478412047,0.008470525387723339,1.4240079011704079,-3.170168997968821,3.1725404780648727,-0.3236321184508335,-0.32478265233025155
14.5,-14.49164691683158,0.15995341707562494,0.012835170779726037,-13.809442985522605,-0.5558646936758513,-14.49164691683158,0.15995341707562494,-14.479918639915375,0.25127392015758593,14.518483004491141,11.236562105096851,1.088980488542227,1.0545936032738479,0.008352533376602763,0.01189407352307188,0.014654158996649477,0.012835170779726037,1.4240079011704079,-3.16278118324236,3.1789014452839606,-0.3377769863245127,-0.3365194691062653
